source	id	status	jp_byte_len	jp	ko	tokens
messages_1.dat	277	empty	0			
messages_1.dat	278	untranslated	104	$r10$$xplanet$において、$xday$付けで$xforce$を編成することにします。指揮官は$yname$$yrank$、あなたです。		$r10$,$xplanet$,$xday$,$xforce$,$yname$,$yrank$
messages_1.dat	279	empty	0			
messages_1.dat	280	untranslated	75	$r10$$xday$付けで$xforce$を解散することにしました。大役、御苦労様でしたな。		$r10$,$xday$,$xforce$
messages_1.dat	281	empty	0			
messages_1.dat	282	untranslated	133	$r10$軍人として、最も大切なのは戦場における戦術指揮能力です。ほぼ同数の軍が戦うのなら、戦術指揮能力の如何が戦いの勝敗を決するのです。		$r10$
messages_1.dat	283	untranslated	85	$r10$部下を統率し、その心を動かす必要があるのならば、戦史から学ぶことが多いでしょう。		$r10$
messages_1.dat	284	untranslated	141	$r10$大軍は指揮官の命令によって動くのではない、大軍は組織と補給によって動くのです。組織と物資管理なくして、大軍の運用は有り得ないのでしょう。		$r10$
messages_1.dat	285	untranslated	89	$r10$限定された才能が勝敗を決することもあります。それらを学んでおいても損はないでしょう。		$r10$
messages_1.dat	286	untranslated	67	$r10$……しかし、時として、戦術指揮能力も重要となることもあります。		$r10$
messages_1.dat	287	untranslated	63	$r10$……しかし、時として、戦史を知る者が真の勝者となるのです。		$r10$
messages_1.dat	288	untranslated	71	$r10$……しかし、時として、個人の力よりも物量と組織が戦場を支配します。		$r10$
messages_1.dat	289	untranslated	71	$r10$……しかし、時として、限定された才能が戦局を覆すことがあるのです。		$r10$
messages_1.dat	290	no-text	2	　		
messages_1.dat	291	no-text	2	　		
messages_1.dat	292	no-text	2	　		
messages_1.dat	293	no-text	2	　		
messages_1.dat	294	no-text	2	　		
messages_1.dat	295	no-text	2	　		
messages_1.dat	296	no-text	2	　		
messages_1.dat	297	no-text	2	　		
messages_1.dat	298	no-text	2	　		
messages_1.dat	299	no-text	2	　		
messages_1.dat	300	no-text	2	　		
messages_1.dat	301	no-text	2	　		
messages_1.dat	302	no-text	2	　		
messages_1.dat	303	empty	0			
messages_1.dat	304	untranslated	53	$r10$$xsystem$より$xsystemto$に対する輸送を行います。		$r10$,$xsystem$,$xsystemto$
messages_1.dat	305	untranslated	56	$r10$$xsystem$を基点とする輸送計画が立案されたようです。		$r10$,$xsystem$
messages_1.dat	306	empty	0			
messages_1.dat	307	untranslated	66	$r10$戦略上の理由により、$xsystemto$に対する輸送計画を撤回します。		$r10$,$xsystemto$
messages_1.dat	308	untranslated	56	$r10$$xsystem$を基点とする輸送計画が中止されたようです。		$r10$,$xsystem$
messages_1.dat	309	untranslated	83	$r10$賢明なご判断です。地方貴族もきっと陛下のご決断を理解してくれるものと思います。		$r10$
messages_1.dat	310	untranslated	71	$r10$良いご判断です。これでより地方貴族の心を掴むことができるでしょう。		$r10$
messages_1.dat	311	untranslated	53	$r10$このような増税は国民の反感を買っていまいますぞ！		$r10$
messages_1.dat	312	untranslated	29	$r10$税率を変更いたしました。		$r10$
messages_1.dat	313	untranslated	75	$r10$税率の変更案は残念ながら地方貴族の信任を得られず実行できませんでした。		$r10$
messages_1.dat	314	untranslated	42	$r10$$xfacilities$の建設を開始いたします。		$r10$,$xfacilities$
messages_1.dat	315	untranslated	76	$r10$$xfacilities$の稼動を休止いたしました。エネルギーの節約になるでしょう。		$r10$,$xfacilities$
messages_1.dat	316	untranslated	85	$r10$賢明なご判断です。地方貴族にもきっと陛下のご決断を理解してくれるものと思います。		$r10$
messages_1.dat	317	untranslated	57	$r10$これ以上の募兵は地方貴族の反感を買っていまいますぞ！		$r10$
messages_1.dat	318	untranslated	61	$r10$募兵いたしました。訓練期間の終了まで少々お待ちください。		$r10$
messages_1.dat	319	untranslated	79	$r10$残念ながら、あらたな募兵案は地方貴族の信任を得られず実行できませんでした。		$r10$
messages_1.dat	320	untranslated	69	$r10$調査官を派遣いたしました。調査結果が出るまで少々お待ちください。		$r10$
messages_1.dat	321	empty	0			
messages_1.dat	322	empty	0			
messages_1.dat	323	untranslated	78	$r10$$mfleet$が$xcoorinates$に対して、$xrange$のワープ航行を行うとのことです。		$r10$,$mfleet$,$xcoorinates$,$xrange$
messages_1.dat	324	untranslated	90	$r10$直ちに艦へお戻り下さい。$mfleet$が$xcoorinates$に対してワープ航行を行うとのことです。		$r10$,$mfleet$,$xcoorinates$
messages_1.dat	325	no-text	2	　		
messages_1.dat	326	empty	0			
messages_1.dat	327	no-text	2	　		
messages_1.dat	328	empty	0			
messages_1.dat	329	empty	0			
messages_1.dat	330	empty	0			
messages_1.dat	331	untranslated	87	$r10$訓練の成果が上がったようです。これで、ワープ航行の精度が向上するものと思われます。		$r10$
messages_1.dat	332	untranslated	91	$r10$訓練の成果はあまり上がりませんでした。これでは、長距離のワープ航行には不安が残ります。		$r10$
messages_1.dat	333	empty	0			
messages_1.dat	334	empty	0			
messages_1.dat	335	untranslated	87	$r10$訓練の成果が上がったようです。これで、艦隊運動の迅速さが向上するものと思われます。		$r10$
messages_1.dat	336	untranslated	93	$r10$訓練の成果はあまり上がりませんでした。これでは、複雑な艦隊運動の実行には不安が残ります。		$r10$
messages_1.dat	337	empty	0			
messages_1.dat	338	empty	0			
messages_1.dat	339	untranslated	87	$r10$訓練の成果が上がったようです。これで、艦隊運動の迅速さが向上するものと思われます。		$r10$
messages_1.dat	340	untranslated	93	$r10$訓練の成果はあまり上がりませんでした。これでは、複雑な艦隊運動の実行には不安が残ります。		$r10$
messages_1.dat	341	empty	0			
messages_1.dat	342	empty	0			
messages_1.dat	343	untranslated	101	$r10$訓練の成果が上がったようです。これで、我が部隊の艦隊戦における攻撃力が向上するものと思われます。		$r10$
messages_1.dat	344	untranslated	85	$r10$訓練の成果はあまり上がりませんでした。これでは、艦隊戦の実行には不安が残ります。		$r10$
messages_1.dat	345	empty	0			
messages_1.dat	346	empty	0			
messages_1.dat	347	untranslated	101	$r10$訓練の成果が上がったようです。これで、我が部隊の艦隊戦における防御力が向上するものと思われます。		$r10$
messages_1.dat	348	untranslated	85	$r10$訓練の成果はあまり上がりませんでした。これでは、艦隊戦の実行には不安が残ります。		$r10$
messages_1.dat	349	empty	0			
messages_1.dat	350	empty	0			
messages_1.dat	351	untranslated	105	$r10$訓練の成果が上がったようです。これで、我が部隊の艦隊戦における対空戦闘力が向上するものと思われます。		$r10$
messages_1.dat	352	untranslated	85	$r10$訓練の成果はあまり上がりませんでした。これでは、艦隊戦の実行には不安が残ります。		$r10$
messages_1.dat	353	empty	0			
messages_1.dat	354	empty	0			
messages_1.dat	355	untranslated	103	$r10$訓練の成果が上がったようです。これで、我が部隊の艦隊戦における索敵能力が向上するものと思われます。		$r10$
messages_1.dat	356	untranslated	85	$r10$訓練の成果はあまり上がりませんでした。これでは、艦隊戦の実行には不安が残ります。		$r10$
messages_1.dat	357	empty	0			
messages_1.dat	358	empty	0			
messages_1.dat	359	untranslated	105	$r10$訓練の成果が上がったようです。これで、我が部隊の艦隊戦における電子戦能力が向上するものと思われます。		$r10$
messages_1.dat	360	untranslated	85	$r10$訓練の成果はあまり上がりませんでした。これでは、艦隊戦の実行には不安が残ります。		$r10$
messages_1.dat	361	empty	0			
messages_1.dat	362	empty	0			
messages_1.dat	363	untranslated	105	$r10$訓練の成果が上がったようです。兵士たちには、さらなる高度な訓練にも堪え得る基礎体力が付いたようです。		$r10$
messages_1.dat	364	untranslated	87	$r10$訓練の成果はあまり上がりませんでした。これでは、高度な訓練を施すことはできません。		$r10$
messages_1.dat	365	empty	0			
messages_1.dat	366	empty	0			
messages_1.dat	367	untranslated	101	$r10$訓練の成果が上がったようです。兵士たちには、より専門的な戦闘訓練をこなす技術が備わったようです。		$r10$
messages_1.dat	368	untranslated	89	$r10$訓練の成果はあまり上がりませんでした。これでは、専門的な訓練を施すことはできません。		$r10$
messages_1.dat	369	empty	0			
messages_1.dat	370	empty	0			
messages_1.dat	371	untranslated	111	$r10$訓練の成果が上がったようです。パイロットたちには、さらなる高度な訓練にも堪え得る飛行技量が付いたようです。		$r10$
messages_1.dat	372	untranslated	87	$r10$訓練の成果はあまり上がりませんでした。これでは、高度な訓練を施すことはできません。		$r10$
messages_1.dat	373	empty	0			
messages_1.dat	374	empty	0			
messages_1.dat	375	untranslated	111	$r10$訓練の成果が上がったようです。パイロットたちには、より専門的な戦闘訓練をこなす戦闘技量が備わったようです。		$r10$
messages_1.dat	376	untranslated	87	$r10$訓練の成果はあまり上がりませんでした。これでは、高度な訓練を施すことはできません。		$r10$
messages_1.dat	377	empty	0			
messages_1.dat	378	empty	0			
messages_1.dat	379	untranslated	93	$r10$訓練の成果が上がったようです。兵士たちは、自信を持って格闘戦に望むことができるでしょう。		$r10$
messages_1.dat	380	untranslated	67	$r10$訓練の成果はあまり上がりませんでした。引き続き訓練が必要です。		$r10$
messages_1.dat	381	empty	0			
messages_1.dat	382	empty	0			
messages_1.dat	383	untranslated	105	$r10$訓練の成果が上がったようです。兵士たちは、長時間の装甲服着用にも堪えられるようになったことでしょう。		$r10$
messages_1.dat	384	untranslated	67	$r10$訓練の成果はあまり上がりませんでした。引き続き訓練が必要です。		$r10$
messages_1.dat	385	empty	0			
messages_1.dat	386	empty	0			
messages_1.dat	387	untranslated	127	$r10$訓練の成果が上がったようです。兵士たちは、暗視装置を使用した夜間戦闘でも十分に戦闘力を発揮できるようになったことでしょう。		$r10$
messages_1.dat	388	untranslated	67	$r10$訓練の成果はあまり上がりませんでした。引き続き訓練が必要です。		$r10$
messages_1.dat	389	empty	0			
messages_1.dat	390	empty	0			
messages_1.dat	391	untranslated	99	$r10$訓練の成果が上がったようです。兵士たちは、戦車に対しても十分に有効な攻撃を行うことができます。		$r10$
messages_1.dat	392	untranslated	67	$r10$訓練の成果はあまり上がりませんでした。引き続き訓練が必要です。		$r10$
messages_1.dat	393	empty	0			
messages_1.dat	394	empty	0			
messages_1.dat	395	untranslated	97	$r10$訓練の成果が上がったようです。兵士たちは、長距離射撃によって敵を撃破することが可能でしょう。		$r10$
messages_1.dat	396	untranslated	67	$r10$訓練の成果はあまり上がりませんでした。引き続き訓練が必要です。		$r10$
messages_1.dat	397	empty	0			
messages_1.dat	398	empty	0			
messages_1.dat	399	untranslated	105	$r10$訓練の成果が上がったようです。兵士たちは、接近戦においても戦車を有効に活用することができるでしょう。		$r10$
messages_1.dat	400	untranslated	67	$r10$訓練の成果はあまり上がりませんでした。引き続き訓練が必要です。		$r10$
messages_1.dat	401	empty	0			
messages_1.dat	402	empty	0			
messages_1.dat	403	untranslated	105	$r10$訓練の成果が上がったようです。兵士たちは、戦車戦においても地形を巧みに活用することができるでしょう。		$r10$
messages_1.dat	404	untranslated	67	$r10$訓練の成果はあまり上がりませんでした。引き続き訓練が必要です。		$r10$
messages_1.dat	405	empty	0			
messages_1.dat	406	empty	0			
messages_1.dat	407	untranslated	105	$r10$訓練の成果が上がったようです。兵士たちは、戦車戦においても地形を巧みに活用することができるでしょう。		$r10$
messages_1.dat	408	untranslated	67	$r10$訓練の成果はあまり上がりませんでした。引き続き訓練が必要です。		$r10$
messages_1.dat	409	empty	0			
messages_1.dat	410	empty	0			
messages_1.dat	411	untranslated	103	$r10$訓練の成果が上がったようです。兵士たちは、堅固な建物を拠点として粘り強く戦うことができるでしょう。		$r10$
messages_1.dat	412	untranslated	67	$r10$訓練の成果はあまり上がりませんでした。引き続き訓練が必要です。		$r10$
messages_1.dat	413	empty	0			
messages_1.dat	414	empty	0			
messages_1.dat	415	untranslated	115	$r10$訓練の成果が上がったようです。兵士たちは、都市の瓦礫の中でも屈することなく、粘り強く戦うことができるでしょう。		$r10$
messages_1.dat	416	untranslated	67	$r10$訓練の成果はあまり上がりませんでした。引き続き訓練が必要です。		$r10$
messages_1.dat	417	empty	0			
messages_1.dat	418	empty	0			
messages_1.dat	419	untranslated	109	$r10$訓練の成果が上がったようです。兵士たちは、ゼッフル粒子散布下においても有効な戦闘方法を取得したようです。		$r10$
messages_1.dat	420	untranslated	67	$r10$訓練の成果はあまり上がりませんでした。引き続き訓練が必要です。		$r10$
messages_1.dat	421	empty	0			
messages_1.dat	422	empty	0			
messages_1.dat	423	untranslated	111	$r10$訓練の成果が上がったようです。兵士たちは、要塞攻略時の低重力下でも十分に戦闘能力を発揮できることでしょう。		$r10$
messages_1.dat	424	untranslated	67	$r10$訓練の成果はあまり上がりませんでした。引き続き訓練が必要です。		$r10$
messages_1.dat	425	empty	0			
messages_1.dat	426	empty	0			
messages_1.dat	427	untranslated	117	$r10$訓練の成果が上がったようです。戦闘艇部隊によるミサイルを使用した対艦攻撃の効率はかなり向上したものと思われます。		$r10$
messages_1.dat	428	untranslated	67	$r10$訓練の成果はあまり上がりませんでした。引き続き訓練が必要です。		$r10$
messages_1.dat	429	empty	0			
messages_1.dat	430	empty	0			
messages_1.dat	431	untranslated	103	$r10$訓練の成果が上がったようです。戦闘艇部隊による肉薄対艦攻撃の効率はかなり向上したものと思われます。		$r10$
messages_1.dat	432	untranslated	67	$r10$訓練の成果はあまり上がりませんでした。引き続き訓練が必要です。		$r10$
messages_1.dat	433	empty	0			
messages_1.dat	434	empty	0			
messages_1.dat	435	untranslated	109	$r10$訓練の成果が上がったようです。戦闘艇部隊の敵戦闘艇部隊に対する空戦能力はかなり向上したものと思われます。		$r10$
messages_1.dat	436	untranslated	67	$r10$訓練の成果はあまり上がりませんでした。引き続き訓練が必要です。		$r10$
messages_1.dat	437	empty	0			
messages_1.dat	438	empty	0			
messages_1.dat	439	untranslated	111	$r10$訓練の成果が上がったようです。戦闘艇部隊の敵戦闘艇部隊に対する空戦能力がある程度向上したものと思われます。		$r10$
messages_1.dat	440	untranslated	67	$r10$訓練の成果はあまり上がりませんでした。引き続き訓練が必要です。		$r10$
messages_1.dat	441	empty	0			
messages_1.dat	442	empty	0			
messages_1.dat	443	untranslated	159	$r10$訓練の成果が上がったようです。戦闘艇部隊のパイロットには高い技量を持つ者も多いようです。彼らはエースとなって、全軍の士気を奮い立たせてくれることでしょう。		$r10$
messages_1.dat	444	untranslated	67	$r10$訓練の成果はあまり上がりませんでした。引き続き訓練が必要です。		$r10$
messages_1.dat	445	empty	0			
messages_1.dat	446	empty	0			
messages_1.dat	447	untranslated	131	$r10$訓練の成果が上がったようです。戦闘艇部隊は編隊ごとに連携をとることによって、部隊全体としての戦闘能力をより高めたと思われます。		$r10$
messages_1.dat	448	untranslated	67	$r10$訓練の成果はあまり上がりませんでした。引き続き訓練が必要です。		$r10$
messages_1.dat	449	empty	0			
messages_1.dat	450	empty	0			
messages_1.dat	451	untranslated	123	$r10$訓練の成果が上がったようです。戦闘艇部隊は母艦と連携する戦術を確立したことによって、戦闘能力をより高めたと思われます。		$r10$
messages_1.dat	452	untranslated	67	$r10$訓練の成果はあまり上がりませんでした。引き続き訓練が必要です。		$r10$
messages_1.dat	453	empty	0			
messages_1.dat	454	empty	0			
messages_1.dat	455	untranslated	113	$r10$訓練の成果が上がったようです。戦闘艇母艦を軸とした戦闘艇の大量投入こそが、制宙権確保の要となることでしょう。		$r10$
messages_1.dat	456	untranslated	67	$r10$訓練の成果はあまり上がりませんでした。引き続き訓練が必要です。		$r10$
messages_1.dat	457	empty	0			
messages_1.dat	458	empty	0			
messages_1.dat	459	untranslated	90	$r10$十分な兵士が重要拠点に展開したことによって、この$xplanet$の治安は回復しつつあります。		$r10$,$xplanet$
messages_1.dat	460	untranslated	137	$r10$残念ながら、警戒出動の効果は薄いようです。住民の数に対して陸戦隊の絶対量が不足しているか、住民への対応が手緩いのではないでしょうか。		$r10$
messages_1.dat	461	empty	0			
messages_1.dat	462	empty	0			
messages_1.dat	463	untranslated	70	$r10$適切な武力の行使により、この$xplanet$の治安は回復しつつあります。		$r10$,$xplanet$
messages_1.dat	464	untranslated	143	$r10$残念ながら、武力鎮圧の効果は薄いようです。住民の数に対して陸戦隊の絶対量が不足しているか、住民への対応が強圧的すぎるのではないでしょうか。		$r10$
messages_1.dat	465	empty	0			
messages_1.dat	466	empty	0			
messages_1.dat	467	untranslated	73	$r10$住民は軍を支持しているようです。沿道から、歓呼の声が挙がっています。		$r10$
messages_1.dat	468	untranslated	157	$r10$残念ながら、分列行進の効果は薄いようです。陸戦隊の絶対量が住民の信頼を勝ち得るほどではなかったか、治安がまだ十分に回復していないためではないでしょうか。		$r10$
messages_1.dat	469	empty	0			
messages_1.dat	470	empty	0			
messages_1.dat	471	untranslated	43	$r10$$xinstitution$の特別警備を開始します。		$r10$,$xinstitution$
messages_1.dat	472	empty	0			
messages_1.dat	473	untranslated	52	$r10$$xplanet$において、陸戦隊の展開が完了しました。		$r10$,$xplanet$
messages_1.dat	474	empty	0			
messages_1.dat	475	empty	0			
messages_1.dat	476	empty	0			
messages_1.dat	477	untranslated	52	$r10$$xplanet$において、陸戦隊の撤収が完了しました。		$r10$,$xplanet$
messages_1.dat	478	empty	0			
messages_1.dat	479	empty	0			
messages_1.dat	480	empty	0			
messages_1.dat	481	untranslated	56	$r10$射撃を停止し、$xplanet$の衛星軌道上に碇泊しました。		$r10$,$xplanet$
messages_1.dat	482	empty	0			
messages_1.dat	483	untranslated	47	$r10$射撃を停止し、通常航行態勢に移行しました。		$r10$
messages_1.dat	484	empty	0			
messages_1.dat	485	untranslated	29	$r10$戦闘態勢に移行しました！		$r10$
messages_1.dat	486	empty	0			
messages_1.dat	487	untranslated	42	$r10$$xplanet$の衛星軌道上に碇泊しました。		$r10$,$xplanet$
messages_1.dat	488	empty	0			
messages_1.dat	489	untranslated	56	$r10$$xplanet$の衛星軌道を離れ、戦闘態勢に移行しました！		$r10$,$xplanet$
messages_1.dat	490	empty	0			
messages_1.dat	491	untranslated	56	$r10$$xplanet$の衛星軌道を離れ、戦闘態勢に移行しました！		$r10$,$xplanet$
messages_1.dat	492	empty	0			
messages_1.dat	493	empty	0			
messages_1.dat	494	empty	0			
messages_1.dat	495	empty	0			
messages_1.dat	496	empty	0			
messages_1.dat	497	empty	0			
messages_1.dat	498	empty	0			
messages_1.dat	499	empty	0			
messages_1.dat	500	empty	0			
messages_1.dat	501	empty	0			
messages_1.dat	502	empty	0			
messages_1.dat	503	empty	0			
messages_1.dat	504	empty	0			
messages_1.dat	505	empty	0			
messages_1.dat	506	untranslated	62	$r10$$xplanet$の専用ストックが以下のように変更されたそうです。		$r10$,$xplanet$
messages_1.dat	507	empty	0			
messages_1.dat	508	empty	0			
messages_1.dat	509	empty	0			
messages_1.dat	510	untranslated	101	$r10$一斉捜索の結果を御報告いたします。$xtime$現在、$xplanet$には以下のような人物が滞在しております。		$r10$,$xtime$,$xplanet$
messages_1.dat	511	empty	0			
messages_1.dat	512	empty	0			
messages_1.dat	513	empty	0			
messages_1.dat	514	untranslated	148	$r10$$ytitleprioritya$に$xtitlepriortyb$を逮捕する法的権限を与えます。可及的速やかに$xtitlepriortyb$の身柄を確保し、所轄の政庁へと連行してください。		$r10$,$ytitleprioritya$,$xtitlepriortyb$,$xtitlepriortyb$
messages_1.dat	515	untranslated	19	$r10$了解しました。		$r10$
messages_1.dat	516	empty	0			
messages_1.dat	517	untranslated	77	$r10$$xtitlepriortyb$、皇帝陛下の御名において、身柄を拘束させていただきます。		$r10$,$xtitlepriortyb$
messages_1.dat	518	untranslated	50	$r10$$ytitleprioritya$、これは何かの間違いですぞ！		$r10$,$ytitleprioritya$
messages_1.dat	519	untranslated	92	$r10$これは何かの間違いですぞ！　$ytitleprioritya$は、帝国内の権力闘争に荷担されるのですか！		$r10$,$ytitleprioritya$
messages_1.dat	520	empty	0			
messages_1.dat	521	empty	0			
messages_1.dat	522	empty	0			
messages_1.dat	523	untranslated	177	$r10$御報告します！　$xtime$現在、$xplanet$に存在する各部隊において、以下のようなクーデター計画が進行しているようです。この計画には、$xtitlepriortyb$が荷担しているとのことです。		$r10$,$xtime$,$xplanet$,$xtitlepriortyb$
messages_1.dat	524	untranslated	93	$r10$御報告します。$xtime$現在、$xplanet$に存在する各部隊にクーデター計画の兆候はありません。		$r10$,$xtime$,$xplanet$
messages_1.dat	525	untranslated	93	$r10$御報告します。$xtime$現在、$xplanet$に存在する各部隊にクーデター計画の兆候はありません。		$r10$,$xtime$,$xplanet$
messages_1.dat	526	empty	0			
messages_1.dat	527	untranslated	35	$r10$$xtitlepriortyb$、覚悟されよ！		$r10$,$xtitlepriortyb$
messages_1.dat	528	untranslated	17	$r10$何をするか！		$r10$
messages_1.dat	529	untranslated	39	$r10$御乱心されたか。狼藉者を捕らえよ！		$r10$
messages_1.dat	530	empty	0			
messages_1.dat	531	empty	0			
messages_1.dat	532	untranslated	85	$r10$$xtitlepriortyb$の監視を継続中です。$xtitlepriortyb$は$xinstitution$におります。		$r10$,$xtitlepriortyb$,$xtitlepriortyb$,$xinstitution$
messages_1.dat	533	untranslated	73	$r10$申し訳ありません。$xtitlepriortyb$を見失った、との報告が入りました。		$r10$,$xtitlepriortyb$
messages_1.dat	534	empty	0			
messages_1.dat	535	empty	0			
messages_1.dat	536	no-text	2	　		
messages_1.dat	537	empty	0			
messages_1.dat	538	empty	0			
messages_1.dat	539	empty	0			
messages_1.dat	540	no-text	2	　		
messages_1.dat	541	empty	0			
messages_1.dat	542	empty	0			
messages_1.dat	543	empty	0			
messages_1.dat	544	empty	0			
messages_1.dat	545	empty	0			
messages_1.dat	546	empty	0			
messages_1.dat	547	empty	0			
messages_1.dat	548	empty	0			
messages_1.dat	549	empty	0			
messages_1.dat	550	empty	0			
messages_1.dat	551	empty	0			
messages_1.dat	552	empty	0			
messages_1.dat	553	empty	0			
messages_1.dat	554	empty	0			
messages_1.dat	555	empty	0			
messages_1.dat	556	untranslated	91	$r10$大変です！　閣下が密かに自由主義者どもと接触を保っているという噂が広まっておりますぞ！		$r10$
messages_1.dat	557	untranslated	101	$r10$大変です！　閣下の統治政策が一向に功を奏していないという批判が、平民の間で支持されておりますぞ！		$r10$
messages_1.dat	558	untranslated	77	$r10$大変です！　閣下が大量の公金を横領しているという噂が広まっておりますぞ。		$r10$
messages_1.dat	559	untranslated	85	$r10$大変です！　先日もみ消したはずのスキャンダルが平民たちの間に広まっておりますぞ。		$r10$
messages_1.dat	560	empty	0			
messages_1.dat	561	empty	0			
messages_1.dat	562	empty	0			
messages_1.dat	563	empty	0			
messages_1.dat	564	no-text	2	　		
messages_1.dat	565	no-text	2	　		
messages_1.dat	566	no-text	2	　		
messages_1.dat	567	no-text	2	　		
messages_1.dat	568	untranslated	78	$r10$わかりました。$yrank$閣下の武勲は軍において長く語り継がれることでしょう。		$r10$,$yrank$
messages_1.dat	569	no-text	2	　		
messages_1.dat	570	untranslated	78	$r10$潔いお覚悟です。$ytitleprioritya$の御決断は臣民たちの模範となりましょう。		$r10$,$ytitleprioritya$
messages_1.dat	571	no-text	2	　		
messages_1.dat	572	untranslated	82	$r10$$ytitleprioritya$、祖国の現状に関する私の意見を聞いていただけますでしょうか？		$r10$,$ytitleprioritya$
messages_1.dat	573	untranslated	78	$r10$……なるほど。私も$ytitleprioritya$とまったく同じ意見を持っておりました。		$r10$,$ytitleprioritya$
messages_1.dat	574	untranslated	74	$r10$……なるほど。私も$ytitleprioritya$とほぼ同じ意見を持っておりました。		$r10$,$ytitleprioritya$
messages_1.dat	575	untranslated	96	$r10$……非常に残念ですが、$ytitleprioritya$のお考えは、私の望むものとはかけ離れているようです。		$r10$,$ytitleprioritya$
messages_1.dat	576	empty	0			
messages_1.dat	577	empty	0			
messages_1.dat	578	untranslated	158	$r10$もはや一刻の猶予もなりません。帝国を救うためには、武力によって正義の何たるかを知らしめるしかないのです。どうか、$ytitleprioritya$のお力をお貸しください。		$r10$,$ytitleprioritya$
messages_1.dat	579	untranslated	118	$r10$わかりました。今、帝国を救うには、$ytitleprioritya$の仰られる方法を採るしかないでしょう。協力させていただきます。		$r10$,$ytitleprioritya$
messages_1.dat	580	untranslated	119	$r10$$yname$$ytitleprioritya$の仰ることはわかります。しかし、私は帝国軍人として守るべき一線を越えるつもりはありません。		$r10$,$yname$,$ytitleprioritya$
messages_1.dat	581	empty	0			
messages_1.dat	582	untranslated	70	$r10$帝国のために結束を！　我々は$ytitleprioritya$に忠誠を誓いますぞ！		$r10$,$ytitleprioritya$
messages_1.dat	583	untranslated	86	$r10$なるほど……しかし、$ytitleprioritya$の仰ることは大逆罪となるのではありませんか？		$r10$,$ytitleprioritya$
messages_1.dat	584	no-text	2	　		
messages_1.dat	585	empty	0			
messages_1.dat	586	no-text	2	　		
messages_1.dat	587	empty	0			
messages_1.dat	588	empty	0			
messages_1.dat	589	empty	0			
messages_1.dat	590	empty	0			
messages_1.dat	591	empty	0			
messages_1.dat	592	empty	0			
messages_1.dat	593	empty	0			
messages_2.dat	0	untranslated	199	$r10$この件に関して卿はどう思うか？\n$r1$このようにしようと思うが、卿の意見は？\n$r1$この件に関しては卿はどう思うか。\n$r1$この件に関する卿の意見が聞きたい。\n$r1$この件に関する卿の意見が聞きたいのだが。		$r10$,$r1$,$r1$,$r1$,$r1$
messages_2.dat	1	untranslated	115	$r10$卿の主張は当然だ。卿の言うとおりにしよう。\n$r1$$yyou$の言うとおりのようだ。\n$r1$$yyou$の言うとおりのようだな。		$r10$,$r1$,$yyou$,$r1$,$yyou$
messages_2.dat	2	untranslated	178	$r10$卿の言いたいことは、わかっているつもりだが……。\n$r1$卿の意図するところも、わからぬわけではないが……。\n$r1$卿の進言は誤ってはいないが、唯一の方策というわけでも無さそうだ。\n		$r10$,$r1$,$r1$
messages_2.dat	3	untranslated	160	$r10$この提案は却下だ！　卿は、私がこの程度の策をも考えつかないと思っているのか？\n$r1$この提案は却下だ！　卿は、自らの能力の程度というものをわきまえるべきだな。		$r10$,$r1$
messages_2.dat	4	empty	0			
messages_2.dat	5	untranslated	62	$r10$$yname$$yrankold$、$xtime$付けで卿を$yrank$に昇進させる。		$r10$,$yname$,$yrankold$,$xtime$,$yrank$
messages_2.dat	6	no-text	2	　		
messages_2.dat	7	empty	0			
messages_2.dat	8	untranslated	94	$r10$$yname$$yrankold$、$xtime$付けで$yyou$を$yrank$に昇進させる。極めて異例の措置であるがな。		$r10$,$yname$,$yrankold$,$xtime$,$yyou$,$yrank$
messages_2.dat	9	no-text	2	　		
messages_2.dat	10	empty	0			
messages_2.dat	11	untranslated	104	$r10$$yname$$yrankold$、$xtime$付けで$yyou$を$yrank$に降等する。私としても心苦しいが、致し方ないことだ。		$r10$,$yname$,$yrankold$,$xtime$,$yyou$,$yrank$
messages_2.dat	12	untranslated	29	$r10$致し方ないことだな……。		$r10$
messages_2.dat	13	empty	0			
messages_2.dat	14	no-text	2	　		
messages_2.dat	15	empty	0			
messages_2.dat	16	empty	0			
messages_2.dat	17	untranslated	81	$r10$$yname$$yrankold$、その功績を讃え、$xtime$付けで$yyou$に$ymedal$を授与する。		$r10$,$yname$,$yrankold$,$xtime$,$yyou$,$ymedal$
messages_2.dat	18	untranslated	49	$r10$$ymedal$を授与されるとは、望外の光栄ですな。		$r10$,$ymedal$
messages_2.dat	19	empty	0			
messages_2.dat	20	untranslated	105	$r10$$yname$$yrank$、$xtime$付けで$yyou$を$yexecutive$に任ずる。これからも$ynation$のために尽力してくれ。		$r10$,$yname$,$yrank$,$xtime$,$yyou$,$yexecutive$,$ynation$
messages_2.dat	21	untranslated	55	$r10$$yexecutive$の責務を果たせるよう、全力を尽くそう。		$r10$,$yexecutive$
messages_2.dat	22	empty	0			
messages_2.dat	23	untranslated	81	$r10$$yname$$yrank$、$xtime$付けで$yyou$の$ydimissal$の任を解く。御苦労であった。		$r10$,$yname$,$yrank$,$xtime$,$yyou$,$ydimissal$
messages_2.dat	24	untranslated	15	$r10$了解した。		$r10$
messages_2.dat	25	empty	0			
